Gene,NCBI_Gene_ID,Description,Function,GO_Terms,KEGG_Terms
HXK1,850614,N/A,"Enables hexokinase activity. Involved in glycolytic process; hexose metabolic process; and hexose transmembrane transport. Located in mitochondrion. Human ortholog(s) of this gene implicated in several diseases, including Charcot-Marie-Tooth disease type 4G; anemia (multiple); artery disease (multiple); glucose metabolism disease (multiple); and hematologic cancer (multiple). Orthologous to several human genes including GCK (glucokinase). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YGL007C-A,1466455,N/A,N/A,N/A,N/A
MPO1,852874,N/A,"Enables fatty acid alpha-dioxygenase activity. Involved in fatty acid alpha-oxidation and sphingoid catabolic process. Located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PNC1,852846,N/A,"Enables nicotinamidase activity. Involved in negative regulation of macromolecule biosynthetic process and nicotinate nucleotide salvage. Located in nucleus and peroxisome. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
OCH1,852845,N/A,"Enables alpha-1,6-mannosyltransferase activity. Involved in protein N-linked glycosylation. Located in Golgi cis cisterna. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
RIM8,852837,N/A,"Predicted to enable protein-macromolecule adaptor activity and ubiquitin protein ligase binding activity. Involved in cellular response to amino acid stimulus and ubiquitin-dependent endocytosis. Located in cytoplasmic side of plasma membrane. Orthologous to several human genes including ARRDC1 (arrestin domain containing 1); ARRDC2 (arrestin domain containing 2); and ARRDC3 (arrestin domain containing 3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ALG13,852835,N/A,"Contributes to N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity. Involved in dolichol-linked oligosaccharide biosynthetic process. Located in cytosol. Part of UDP-N-acetylglucosamine transferase complex. Human ortholog(s) of this gene implicated in developmental and epileptic encephalopathy 36. Orthologous to human ALG13 (ALG13 UDP-N-acetylglucosaminyltransferase subunit). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PKP2,852821,N/A,"Enables pyruvate dehydrogenase (acetyl-transferring) kinase activity. Involved in regulation of mitophagy. Located in mitochondrion. Human ortholog(s) of this gene implicated in branched-chain keto acid dehydrogenase kinase deficiency. Orthologous to human BCKDK (branched chain keto acid dehydrogenase kinase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PYC1,852818,N/A,"Enables pyruvate carboxylase activity. Involved in gluconeogenesis. Located in cytosol. Human ortholog(s) of this gene implicated in pyruvate carboxylase deficiency disease. Orthologous to human PC (pyruvate carboxylase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MPC1,852800,N/A,"Enables pyruvate transmembrane transporter activity. Involved in mitochondrial pyruvate transmembrane transport. Located in mitochondrial inner membrane. Used to study mitochondrial metabolism disease. Human ortholog(s) of this gene implicated in mitochondrial pyruvate carrier deficiency. Orthologous to human MPC1 (mitochondrial pyruvate carrier 1) and MPC1L (mitochondrial pyruvate carrier 1 like). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YGL081W,852799,N/A,N/A,N/A,N/A
GUP1,852796,N/A,"Enables O-acyltransferase activity. Involved in GPI anchor biosynthetic process; glycerol catabolic process; and glycerol transmembrane transport. Located in endoplasmic reticulum and plasma membrane. Human ortholog(s) of this gene implicated in chondrodysplasia-pseudohermaphroditism syndrome. Orthologous to several human genes including HHAT (hedgehog acyltransferase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MMS2,852793,N/A,"Contributes to ubiquitin-protein transferase activity. Involved in several processes, including free ubiquitin chain polymerization; postreplication repair; and protein targeting to vacuolar membrane. Located in fungal-type vacuole membrane and nucleus. Part of ubiquitin conjugating enzyme complex. Orthologous to human PEDS1-UBE2V1 (PEDS1-UBE2V1 readthrough); UBE2V1 (ubiquitin conjugating enzyme E2 V1); and UBE2V2 (ubiquitin conjugating enzyme E2 V2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
TOS8,852783,N/A,"Enables chromatin binding activity. Predicted to act upstream of or within regulation of DNA-templated transcription. Located in chromatin. Human ortholog(s) of this gene implicated in alcohol dependence. Orthologous to human PKNOX1 (PBX/knotted 1 homeobox 1) and PKNOX2 (PBX/knotted 1 homeobox 2). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
VPS73,852774,N/A,"Predicted to enable hexose transmembrane transporter activity. Involved in protein targeting to vacuole. Located in fungal-type vacuole membrane and mitochondrion. Human ortholog(s) of this gene implicated in childhood absence epilepsy; glucose metabolism disease (multiple); glycogen storage disease; myelomeningocele; and obesity. Orthologous to several human genes including SLC2A14 (solute carrier family 2 member 14); SLC2A3 (solute carrier family 2 member 3); and SLC2A4 (solute carrier family 2 member 4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YGL117W,852761,N/A,N/A,N/A,N/A
GPG1,852756,N/A,"Involved in invasive growth in response to glucose limitation. Acts upstream of or within negative regulation of amyloid fibril formation. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SCS3,852751,N/A,"Predicted to enable coenzyme A diphosphatase activity. Involved in phospholipid biosynthetic process. Acts upstream of or within phospholipid homeostasis. Located in endoplasmic reticulum. Human ortholog(s) of this gene implicated in Siddiqi syndrome. Orthologous to human FITM1 (fat storage inducing transmembrane protein 1) and FITM2 (fat storage inducing transmembrane protein 2). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
SOH1,852750,N/A,"Enables transcription coactivator activity. Involved in DNA repair; meiotic gene conversion; and transcription by RNA polymerase II. Located in nucleus. Part of core mediator complex. Orthologous to human MED31 (mediator complex subunit 31). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CWC23,852749,N/A,"Involved in spliceosomal complex disassembly. Part of U2-type spliceosomal complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HUL5,852736,N/A,"Enables ubiquitin-ubiquitin ligase activity. Involved in several processes, including cellular response to heat; free ubiquitin chain polymerization; and proteolysis involved in protein catabolic process. Located in cytoplasm and nucleus. Part of proteasome complex. Is active in cytosol. Human ortholog(s) of this gene implicated in Kaufman oculocerebrofacial syndrome. Orthologous to several human genes including UBE3C (ubiquitin protein ligase E3C). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
LYS5,852723,N/A,"Enables holo-[acyl-carrier-protein] synthase activity. Involved in lysine biosynthetic process via aminoadipic acid. Predicted to be located in cytoplasm. Predicted to be active in cytosol. Orthologous to human AASDHPPT (aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
AMS1,852721,N/A,"Enables alpha-mannosidase activity. Involved in carbohydrate catabolic process; cellular response to glucose starvation; and cellular response to nitrogen starvation. Located in fungal-type vacuole membrane. Part of Cvt complex. Human ortholog(s) of this gene implicated in congenital disorder of deglycosylation 2. Orthologous to human MAN2C1 (mannosidase alpha class 2C member 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
RCK1,852719,N/A,"Enables protein kinase activity. Involved in regulation of meiotic nuclear division. Acts upstream of or within cellular response to oxidative stress. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
AIM14,852716,N/A,"Enables superoxide-generating NAD(P)H oxidase activity. Involved in apoptotic process and regulation of actin cytoskeleton organization. Located in perinuclear endoplasmic reticulum. Human ortholog(s) of this gene implicated in X-linked chronic granulomatous disease; chronic granulomatous disease; congenital hypothyroidism; immunodeficiency 34; and thyroid dyshormonogenesis 6. Orthologous to several human genes including NOX3 (NADPH oxidase 3); NOX4 (NADPH oxidase 4); and NOX5 (NADPH oxidase 5). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
RAD54,852713,N/A,"Enables DNA translocase activity. Involved in chromatin remodeling; chromosome organization; and heteroduplex formation. Located in nucleus. Human ortholog(s) of this gene implicated in breast cancer; disease of cellular proliferation; non-Hodgkin lymphoma; and pancreatic cancer. Orthologous to human RAD54L (RAD54 like). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CUP2,852710,N/A,"Enables DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding activity; and copper ion binding activity. Involved in positive regulation of transcription by RNA polymerase II and stress response to copper ion. Located in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
TOS3,852696,N/A,"Enables protein serine/threonine kinase activity. Involved in cellular response to glucose starvation and regulation of protein localization to nucleus. Located in peroxisome. Orthologous to several human genes including CAMKK2 (calcium/calmodulin dependent protein kinase kinase 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ATG1,852695,N/A,"Enables protein serine/threonine kinase activity. Involved in several processes, including cellular response to potassium ion starvation; cytoplasm to vacuole targeting by the Cvt pathway; and macroautophagy. Located in several cellular components, including autophagosome membrane; phagophore; and vacuole-isolation membrane contact site. Part of Atg1/ULK1 kinase complex. Used to study triple-receptor negative breast cancer. Orthologous to human ULK3 (unc-51 like kinase 3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MDS3,852678,N/A,"Predicted to enable peroxidase activity. Involved in TOR signaling; negative regulation of ascospore formation; and pseudohyphal growth. Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
POX1,852667,N/A,"Predicted to enable acyl-CoA oxidase activity; fatty acid binding activity; and flavin adenine dinucleotide binding activity. Involved in fatty acid beta-oxidation. Located in peroxisomal matrix. Human ortholog(s) of this gene implicated in Mitchell syndrome; congenital bile acid synthesis defect 6; and peroxisomal acyl-CoA oxidase deficiency. Orthologous to several human genes including ACOX1 (acyl-CoA oxidase 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SIP2,852664,N/A,"Contributes to AMP-activated protein kinase activity. Involved in several processes, including cellular response to glucose starvation; invasive growth in response to glucose limitation; and regulation of protein-containing complex assembly. Located in cytoplasm and plasma membrane. Part of nucleotide-activated protein kinase complex. Orthologous to human PRKAB1 (protein kinase AMP-activated non-catalytic subunit beta 1) and PRKAB2 (protein kinase AMP-activated non-catalytic subunit beta 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
VID30,852624,N/A,"Involved in negative regulation of gluconeogenesis; proteasome-mediated ubiquitin-dependent protein catabolic process; and regulation of nitrogen utilization. Located in cytoplasm and nucleus. Part of GID complex. Orthologous to human RANBP10 (RAN binding protein 10) and RANBP9 (RAN binding protein 9). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
